,asw_ids,stop_platform
6037,2444_1,"Kralupy n.Vlt.,hřbitov A"
6038,2444_2,"Kralupy n.Vlt.,hřbitov B"
6039,2445_1,"Lysá n.L.,sídl. A"
6040,2445_2,"Lysá n.L.,sídl. B"
6041,2446_1,"Čelákovice,Sedlčánky A"
6042,2448_2,"Poříčany,Škola B"
6043,2449_1,"Břežany II,U sokolovny A"
6044,2449_2,"Břežany II,U sokolovny B"
6045,2450_1,"Bříství,Svárov A"
6046,2450_2,"Bříství,Svárov B"
6047,2451_1,"Jirny,Logistický park A"
6048,2451_2,"Jirny,Logistický park B"
6049,2452_1,"Jirny,Rozc. A"
6050,2452_2,"Jirny,Rozc. B"
6051,2453_1,"Břežany II,na Malé Straně A"
6052,2453_2,"Břežany II,na Malé Straně B"
6053,2454_1,"Rakovník,Lišanská A"
6054,2454_2,"Rakovník,Lišanská B"
6055,2456_1,"Říčany,Pacov,Horní Pacov A"
6056,2456_2,"Říčany,Pacov,Horní Pacov B"
6057,2456_12,"Říčany,Pacov,Horní Pacov B"
6058,2457_1,"Zápy,Tesco Brandýs n.L. A"
6059,2457_2,"Zápy,Tesco Brandýs n.L. B"
6060,2458_1,"Choťánky,Vystrkov A"
6061,2458_2,"Choťánky,Vystrkov B"
6062,2459_1,"Choťánky,Vrčení 1"
6063,2459_2,"Choťánky,Vrčení 2"
6064,2460_1,Vlkov p.Oškobrhem A
6065,2460_2,Vlkov p.Oškobrhem B
6066,2461_1,"Husinec,Samota A"
6067,2461_2,"Husinec,Samota B"
6068,2462_1,"Klíčany,Břežanská A"
6069,2462_2,"Klíčany,Břežanská B"
6070,2463_1,"Milovice,Park Mirakulum A"
6071,2463_2,"Milovice,Park Mirakulum B"
6072,2464_1,"Milovice,Benátecká Vrutice,Armádní A"
6073,2464_2,"Milovice,Benátecká Vrutice,Armádní B"
6074,2465_1,"Milovice,Letecká A"
6075,2465_2,"Milovice,Letecká B"
6076,2466_1,"Milovice,Třešňová A"
6077,2466_2,"Milovice,Třešňová B"
6078,2467_1,"Milovice,Boží Dar A"
6079,2468_1,Zbožíčko A
6080,2468_2,Zbožíčko B
6081,2469_1,Straky A
6082,2469_2,Straky B
6083,2470_1,"Lysá n.L.,Předměstí A"
6084,2470_2,"Lysá n.L.,Předměstí B"
6085,2471_1,"Jenštejn,Hradní A"
6086,2471_2,"Jenštejn,Hradní B"
6087,2472_1,"Lysá n.L.,Odbočka Dvorce A"
6088,2472_2,"Lysá n.L.,Odbočka Dvorce B"
6089,2473_1,Stará Lysá A
6090,2473_2,Stará Lysá B
6091,2474_1,"Stará Lysá,Hostinec A"
6092,2474_2,"Stará Lysá,Hostinec B"
6093,2475_1,"Stará Lysá,Čihadla A"
6094,2475_2,"Stará Lysá,Čihadla B"
6095,2476_1,Jiřice A
6096,2476_2,Jiřice B
6097,2477_1,"Kutná Hora,Žižkov,poliklinika A"
6098,2478_1,"Kutná Hora,Žižkov,Kouřimská A"
6099,2478_2,"Kutná Hora,Žižkov,Kouřimská B"
6100,2479_1,"Kutná Hora,Žižkov,Na Valech A"
6101,2479_2,"Kutná Hora,Žižkov,Na Valech B"
6102,2480_2,"Kutná Hora,aut.st. 2"
6103,2480_3,"Kutná Hora,aut.st. 3"
6104,2480_4,"Kutná Hora,aut.st. 4"
6105,2480_5,"Kutná Hora,aut.st. 5"
6106,2480_7,"Kutná Hora,aut.st. 7"
6107,2480_8,"Kutná Hora,aut.st. 8"
6108,2480_9,"Kutná Hora,aut.st. 9"
6109,2480_13,"Kutná Hora,aut.st. 13"
6110,2481_1,"Kutná Hora,Hlouška,Tylovo divadlo A"
6111,2481_2,"Kutná Hora,Hlouška,Tylovo divadlo B"
6112,2482_1,"Kutná Hora,Hlouška,Na Špici A"
6113,2482_2,"Kutná Hora,Hlouška,Na Špici B"
6114,2483_1,"Opočnice,rozc.Hradčany 1"
6115,2483_2,"Opočnice,rozc.Hradčany 2"
6116,2483_3,"Opočnice,rozc.Hradčany 3"
6117,2483_4,"Opočnice,rozc.Hradčany 4"
6118,2484_1,Opočnice 1
6119,2484_2,Opočnice 2
6120,2484_4,Opočnice 4
6121,2485_1,"Rožmitál p.Tř.,Hutě p.Tř.,Přední 1"
6122,2485_2,"Rožmitál p.Tř.,Hutě p.Tř.,Přední 2"
6123,2486_1,"Opočnice,jídelna A"
6124,2486_2,"Opočnice,jídelna B"
6125,2487_1,"Rabyně,Loutí A"
6126,2487_2,"Rabyně,Loutí B"
6127,2488_1,"Rabyně,Stromeč A"
6128,2488_2,"Rabyně,Stromeč B"
6129,2489_1,"Davle,U Kiliána A"
6130,2489_2,"Davle,U Kiliána B"
6131,2490_1,Štěchovice A
6132,2490_2,Štěchovice B
6133,2491_1,"Štěchovice,Nad Horou A"
6134,2491_2,"Štěchovice,Nad Horou B"
6135,2492_1,"Štěchovice,Masečín,Chrástky A"
6136,2492_2,"Štěchovice,Masečín,Chrástky B"
6137,2493_1,"Štěchovice,Masečín A"
6138,2493_2,"Štěchovice,Masečín B"
6139,2494_1,"Bykoš,odb.Vinařice 1"
6140,2494_2,"Bykoš,odb.Vinařice 2"
6141,2495_1,"Hradištko,Brunšov A"
6142,2495_2,"Hradištko,Brunšov B"
6143,2496_1,"Hradištko,Rajchardov A"
6144,2496_2,"Hradištko,Rajchardov B"
6145,2497_1,"Hradištko,U Rybníčku A"
6146,2497_2,"Hradištko,U Rybníčku B"
6147,2497_3,"Hradištko,U Rybníčku C"
6148,2498_1,"Hradištko,Zámek A"
6149,2498_2,"Hradištko,Zámek B"
6150,2499_1,"Hradištko,Osada A"
6151,2499_2,"Hradištko,Osada B"
6152,2500_1,"Hradištko,Pikovice,Obec A"
6153,2500_2,"Hradištko,Pikovice,Obec B"
6154,2501_1,"Hradištko,Pikovice,Most A"
6155,2502_1,"Krňany,Závist A"
6156,2502_2,"Krňany,Závist B"
6157,2503_1,"Krňany,U Křížku A"
6158,2503_2,"Krňany,U Křížku B"
6159,2504_1,"Krňany,Rozc.Třebsín A"
6160,2504_2,"Krňany,Rozc.Třebsín B"
6161,2505_1,"Krňany,Bytovky A"
6162,2505_2,"Krňany,Bytovky B"
6163,2506_1,"Krňany,Obec A"
6164,2506_2,"Krňany,Obec B"
6165,2507_1,"Krňany,Slapnice A"
6166,2507_2,"Krňany,Slapnice B"
6167,2508_1,"Krňany,Teletín A"
6168,2508_2,"Krňany,Teletín B"
6169,2509_1,Vysoký Újezd A
6170,2509_2,Vysoký Újezd B
6171,2510_1,"Netvořice,Pošta A"
6172,2510_2,"Netvořice,Pošta B"
6173,2510_3,Netvořice C
6174,2510_4,Netvořice D
6175,2511_1,"Netvořice,Lhota,Rozc. A"
6176,2511_2,"Netvořice,Lhota,Rozc. B"
6177,2512_1,"Hradištko,Pikovice,Pod Medníkem A"
6178,2512_2,"Hradištko,Pikovice,Pod Medníkem B"
6179,2515_1,"Slapy,Na Polesí A"
6180,2515_2,"Slapy,Na Polesí B"
6181,2515_3,"Slapy,Na Polesí C"
6182,2515_4,"Slapy,Na Polesí D"
6183,2516_1,"Slapy,Motorest A"
6184,2516_2,"Slapy,Motorest B"
6185,2516_3,"Slapy,Motorest C"
6186,2516_4,"Slapy,Motorest D"
6187,2518_1,"Vrané n.Vlt.,Žel.st. A"
6188,2518_2,"Vrané n.Vlt.,Žel.st. B"
6189,2519_1,"Slapy,Na Rovínku A"
6190,2519_2,"Slapy,Na Rovínku B"
6191,2520_1,"Štěchovice,Třebenice A"
6192,2521_1,"Rabyně,Hl.přístav A"
6193,2521_2,"Rabyně,Hl.přístav B"
6194,2522_1,"Rabyně,Nová Rabyně A"
6195,2522_2,"Rabyně,Nová Rabyně B"
6196,2522_3,"Rabyně,Nová Rabyně B"
6197,2523_1,"Slapy,Jednota A"
6198,2523_2,"Slapy,Jednota B"
6199,2524_1,Buš A
6200,2525_1,"Čím,Hrdlička A"
6201,2525_2,"Čím,Hrdlička B"
6202,2526_1,Čím A
6203,2526_2,Čím B
6204,2527_1,"Nové Dvory,Porostliny A"
6205,2527_2,"Nové Dvory,Porostliny B"
6206,2528_1,"Nové Dvory,Nová Hospoda A"
6207,2528_2,"Nové Dvory,Nová Hospoda B"
6208,2529_1,"Korkyně,Křížov,U Kapličky A"
6209,2529_2,"Korkyně,Křížov,U Kapličky B"
6210,2530_1,"Nové Dvory,Krámy A"
6211,2531_1,Nové Dvory A
6212,2533_1,"Korkyně,Křížov A"
6213,2533_2,"Korkyně,Křížov B"
6214,2534_1,Korkyně A
6215,2534_2,Korkyně B
6216,2534_3,Korkyně C
6217,2534_4,Korkyně D
6218,2536_1,"Nový Knín,Sudovice A"
6219,2536_2,"Nový Knín,Sudovice B"
6220,2537_1,Nový Knín A
6221,2537_2,Nový Knín B
6222,2538_1,"Nový Knín,ELKO A"
6223,2538_2,"Nový Knín,ELKO B"
6224,2539_1,"Nový Knín,Sokolovna A"
6225,2539_2,"Nový Knín,Sokolovna B"
6226,2540_1,"Nový Knín,Libčice A"
6227,2541_1,"Rabyně,Nedvězí A"
6228,2541_2,"Rabyně,Nedvězí B"
6229,2542_1,"Rabyně,Strážovna A"
6230,2542_2,"Rabyně,Strážovna B"
6231,2543_1,"Rabyně,Rozc.Blaženice A"
6232,2543_2,"Rabyně,Rozc.Blaženice B"
6233,2543_3,"Rabyně,Rozc.Blaženice C"
6234,2543_4,"Rabyně,Rozc.Blaženice D"
6235,2544_1,"Rabyně,Blaženice A"
6236,2544_2,"Rabyně,Blaženice B"
6237,2545_1,"Neveklov,Jablonka A"
6238,2545_2,"Neveklov,Jablonka B"
6239,2545_3,"Neveklov,Jablonka C"
6240,2545_4,"Neveklov,Jablonka D"
6241,2546_1,"Neveklov,Jablonná A"
6242,2546_2,"Neveklov,Jablonná B"
6243,2547_1,"Rabyně,Měřín A"
6244,2547_2,"Rabyně,Měřín B"
6245,2549_1,"Voznice,Polesí A"
6246,2549_2,"Voznice,Polesí B"
6247,2550_1,"Vlkančice,U Zbořeného mlýna A"
6248,2550_2,"Vlkančice,U Zbořeného mlýna B"
6249,2551_1,"Vlkančice,U Králů A"
6250,2551_2,"Vlkančice,U Králů B"
6251,2552_1,"Vlkančice,Pyskočely,Plužiny A"
6252,2552_2,"Vlkančice,Pyskočely,Plužiny B"
6253,2553_1,"Mníšek p.Brdy,U Hřbitova A"
6254,2553_2,"Mníšek p.Brdy,U Hřbitova B"
6255,2554_1,"Mníšek p.Brdy,Žel.st. A"
6256,2554_2,"Mníšek p.Brdy,Žel.st. B"
6257,2555_1,Chotilsko A
6258,2556_1,"Chotilsko,Prostřední Lhota A"
6259,2556_2,"Chotilsko,Prostřední Lhota B"
6260,2557_1,"Chotilsko,Mokrsko A"
6261,2557_2,"Chotilsko,Mokrsko B"
6262,2558_1,"Čestlice,aquapark A"
6263,2558_2,"Čestlice,aquapark B"
6264,2559_1,"Kunice,U Dálnice A"
6265,2559_2,"Kunice,U Dálnice B"
6266,2560_1,"Davle,Sloup,U Jeřábu A"
6267,2560_2,"Davle,Sloup,U Jeřábu B"
6268,2561_1,"Rožmitál p.Tř.,Hutě p.Tř.,Zadní 1"
6269,2562_1,"Sedlec,PEMA A"
6270,2562_2,"Sedlec,PEMA B"
6271,2563_1,"Mnichovice,zdrav.stř. A"
6272,2563_2,"Mnichovice,zdrav.stř. B"
6273,2564_1,"Kunice,Všešímy A"
6274,2565_1,"Kunice,Všešímy,Pardálov A"
6275,2565_2,"Kunice,Všešímy,Pardálov B"
6276,2566_1,"Černošice,U Kamenného mostu A"
6277,2568_1,"Chýně,Na Vyhlídce A"
6278,2568_2,"Chýně,Na Vyhlídce B"
6279,2568_401,"Chýně,Na Vyhlídce A"
6280,2568_402,"Chýně,Na Vyhlídce B"
6281,2569_1,"Lety,K Libří A"
6282,2569_2,"Lety,K Libří B"
6283,2570_1,"Lety,Karlštejnská A"
6284,2570_2,"Lety,Karlštejnská B"
6285,2572_1,"Přezletice,Horní náves A"
6286,2572_2,"Přezletice,Horní náves B"
6287,2574_1,Škola Velká Chuchle A
6288,2575_1,Písková Lhota A
6289,2575_2,Písková Lhota B
6290,2576_1,"Poděbrady,Přední Lhota,U Kopečků A"
6291,2576_2,"Poděbrady,Přední Lhota,U Kopečků B"
6292,2576_3,"Poděbrady,Přední Lhota,U Kopečků C"
6293,2576_4,"Poděbrady,Přední Lhota,U Kopečků D"
6294,2577_1,"Poděbrady,Hřbitov A"
6295,2577_2,"Poděbrady,Hřbitov B"
6296,2578_1,"Poděbrady,Riegrovo nám. A"
6297,2578_2,"Poděbrady,Riegrovo nám. B"
6298,2578_4,"Poděbrady,Riegrovo nám. D"
6299,2579_1,"Poděbrady,žel.st. 1"
6300,2579_2,"Poděbrady,žel.st. 2"
6301,2579_4,"Poděbrady,žel.st. 4"
6302,2579_6,"Poděbrady,žel.st. 6"
6303,2579_7,"Poděbrady,žel.st. 7"
6304,2580_1,"Poděbrady,u stadionu 1"
6305,2580_2,"Poděbrady,u stadionu 2"
6306,2581_1,Hradčany A
6307,2581_2,Hradčany B
6308,2582_1,"Hradčany,ObÚ A"
6309,2582_2,"Hradčany,ObÚ B"
6310,2583_1,"Přezletice,Panská pole A"
6311,2584_1,"Okřínek,Srbce A"
6312,2584_2,"Okřínek,Srbce B"
6313,2586_1,"Městec Králové,prům.zóna A"
6314,2586_2,"Městec Králové,prům.zóna B"
6315,2587_1,"Městec Králové,Stará pošta A"
6316,2587_2,"Městec Králové,Stará pošta B"
6317,2588_1,"Městec Králové,nám. 2"
6318,2588_2,"Městec Králové,nám. 1"
6319,2588_3,"Městec Králové,nám. 3"
6320,2588_4,"Městec Králové,nám. 4"
6321,2589_1,Zvěřínek A
6322,2589_2,Zvěřínek B
6323,2590_1,"Pečky,Kult.dům A"
6324,2590_2,"Pečky,Kult.dům B"
6325,2591_1,"Sadská,Hálkova A"
6326,2591_2,"Sadská,Hálkova B"
6327,2592_1,"Písková Lhota,rozc.Hořátev A"
6328,2592_2,"Písková Lhota,rozc.Hořátev B"
6329,2593_1,"Zvěřínek,rozc.Hořátev A"
6330,2593_2,"Zvěřínek,rozc.Hořátev B"
6331,2594_1,"Písty,Temac A"
6332,2594_2,"Písty,Temac B"
6333,2595_1,Písty A
6334,2596_1,"Hořátev,technologický park A"
6335,2596_2,"Hořátev,technologický park B"
6336,2597_1,"Hořátev,ZD A"
6337,2597_2,"Hořátev,ZD B"
6338,2600_1,Valcha A
6339,2600_2,Valcha B
6340,2601_1,Ivančická A
6341,2602_1,Radnice Praha 12 A
6342,2603_1,Sportovní centrum Horní Počernice A
6343,2603_2,Sportovní centrum Horní Počernice B
6344,2604_1,Pod Školou A
6345,2605_1,Škola Poštovka A
6346,2607_1,Zapova A
6347,2607_2,Zapova B
6348,2608_1,Radimova A
6349,2608_2,Radimova B
6350,2609_2,Kusá B
6351,2701_1,Náměstí Olgy Scheinpflugové A
6352,2701_2,Náměstí Olgy Scheinpflugové B
6353,2702_1,Holyně A
6354,2702_2,Holyně B
6355,2703_1,Botanická zahrada Malešice A
6356,2703_2,Botanická zahrada Malešice B
6357,2704_1,Zásadská A
6358,2704_2,Zásadská B
6359,2706_1,K Housličkám 1
6361,2706_2,K Housličkám 2
6363,2707_1,Hostivařský pivovar A
6364,2707_2,Hostivařský pivovar B
6365,2708_1,Hasičská stanice Modřany A
6366,2708_2,Hasičská stanice Modřany B
6367,2710_1,Horní Lysolaje A
6368,2711_1,Slivenec A
6369,2711_2,Slivenec B
6370,2711_51,Slivenec H1
6372,2711_52,Slivenec H2
6374,2712_1,Do Chuchle A
6375,2713_2,Středočeská B
6376,2714_1,Obchodní centrum Lipence A
6377,2751_1,Volyňská A
6378,2751_2,Volyňská B
6379,2752_1,Záveská A
6380,2752_2,Záveská A
6381,2753_2,Dvorní B
6382,2754_1,Cholupický hřbitov A
6383,2754_2,Cholupický hřbitov B
6384,2757_1,Dělostřelecká A
6385,2757_2,Dělostřelecká B
6386,2758_1,Sídliště Uhříněves A
6387,2758_2,Sídliště Uhříněves B
6388,2759_1,Jilemnická A
6389,2759_2,Jilemnická B
6390,2760_1,Pod Nouzovem A
6391,2760_2,Pod Nouzovem B
6392,2763_1,Dolnopočernický hřbitov A
6393,2764_1,Holýšovská A
6394,2764_2,Holýšovská A
6395,2765_1,"Roztoky,17. listopadu A"
6396,2765_2,"Roztoky,17. listopadu B"
6397,2766_1,Sportovní centrum Řepy A
6398,2766_2,Sportovní centrum Řepy B
6399,2767_1,Českomalínská A
6400,2767_2,Českomalínská B
6401,2768_1,Rooseveltova A
6402,2768_2,Rooseveltova B
6403,2769_1,Kbelský lesopark B
6404,2769_2,Kbelský lesopark A
6405,2770_1,OC Stromovka A
6406,2771_1,Nemocnice Bohnice - Hlavní vrátnice A
6407,2771_2,Nemocnice Bohnice - Hlavní vrátnice B
6408,2772_1,Nemocnice Bohnice - Ředitelství A
6409,2773_1,Nemocnice Bohnice - Divadlo Za plotem A
6410,2774_1,Nemocnice Bohnice A
6411,2775_1,Nemocnice Bohnice - Interna A
6412,2776_1,Nemocnice Bohnice - Centrální terapie A
6413,2777_1,U Rumpálu A
6414,2779_1,Ostromečská A
6415,2780_1,Sukovská A
6417,2780_2,Sukovská B
6419,2781_1,Nádraží Zahradní Město A
6420,2781_2,Nádraží Zahradní Město B
6421,2782_1,Hájkova A
6422,2784_1,Kotorská A
6423,2784_2,Kotorská B
6424,2786_1,Obchodní centrum Chuchle A
6425,2787_1,Lukášova A
6426,2787_2,Lukášova B
6427,2788_1,U Prdlavky A
6428,2788_2,U Prdlavky B
6429,2789_1,Park Rajská zahrada A
6430,2789_2,Park Rajská zahrada B
6431,2790_1,Poliklinika Na Dlouhém Lánu A
6432,2790_2,Poliklinika Na Dlouhém Lánu B
6433,2791_1,Na Vypichu A
6434,2791_2,Na Vypichu B
6435,2794_1,Vožická A
6436,2794_2,Vožická B
6437,2796_1,Hamplova A
6438,2796_2,Hamplova B
6439,2803_1,Vinařice A
6440,2803_2,Vinařice B
6441,2805_1,"Hořátev,prodejna A"
6442,2805_2,"Hořátev,prodejna B"
6443,2813_1,"Malešov,Maxovna 1"
6444,2813_2,"Malešov,Maxovna 2"
6445,2815_1,"Všetaty,Žel.st. A"
6446,2816_3,"Kolín,nádraží 3"
6447,2816_4,"Kolín,nádraží 4"
6448,2816_5,"Kolín,nádraží 5"
6449,2816_6,"Kolín,nádraží 6"
6450,2816_7,"Kolín,nádraží 7"
6451,2816_8,"Kolín,nádraží 8"
6452,2816_9,"Kolín,nádraží 9"
6453,2816_10,"Kolín,nádraží 10"
6454,2816_12,"Kolín,nádraží V"
6455,2817_1,"Kolín,Pošta A"
6456,2817_2,"Kolín,Pošta B"
6457,2818_1,Nová Ves I A
6458,2818_2,Nová Ves I B
6459,2819_1,"Velim,Žel.st. A"
6460,2819_2,"Velim,Žel.st. B"
6461,2822_1,"Úholičky,Žel.zast. A"
6462,2822_2,"Úholičky,Žel.zast. B"
6463,2824_1,"Libčice n.Vlt.,Žel.zast.Letky A"
6464,2825_1,"Libčice n.Vlt.,Žel.st. A"
6465,2829_1,"Nová Ves,Nové Ouholice A"
6466,2829_2,"Nová Ves,Nové Ouholice B"
6467,2831_1,"Vraňany,Žel.st. A"
6468,2831_2,"Vraňany,Žel.st. B"
6469,2832_1,"Vinařice,u střelnice A"
6470,2832_2,"Vinařice,u střelnice B"
6471,2833_1,"Lichoceves,Noutonice,Nádraží A"
6472,2833_2,"Lichoceves,Noutonice,Nádraží B"
6473,2833_401,"Lichoceves,Noutonice,Nádraží A"
6474,2833_402,"Lichoceves,Noutonice,Nádraží B"
6475,2834_1,"Rožmitál p.Tř.,Voltuš,Trepanda 1"
6476,2834_2,"Rožmitál p.Tř.,Voltuš,Trepanda 2"
6477,2835_1,"Pavlov,žel.zast. A"
6478,2835_2,"Pavlov,žel.zast. B"
6479,2835_401,"Pavlov,žel.zast. A"
6480,2835_402,"Pavlov,žel.zast. B"
6481,2837_1,"Kladno,nádraží A"
6482,2837_2,"Kladno,nádraží B"
6483,2837_402,"Kladno,nádraží B"
6484,2837_403,"Kladno,nádraží V"
6485,2837_451,"Kladno,nádraží X"
6486,2839_1,"Zákolany,Kováry,žel.zast. A"
6487,2839_2,"Zákolany,Kováry,žel.zast. B"
6488,2839_401,"Zákolany,Kováry,žel.zast. A"
6489,2839_402,"Zákolany,Kováry,žel.zast. B"
6490,2842_1,Zákolany A
6491,2842_2,Zákolany B
6492,2842_401,Zákolany A
6493,2842_402,Zákolany B
6494,2848_1,"Beroun,autobusové nádraží 1"
6495,2848_2,"Beroun,autobusové nádraží 2"
6496,2848_3,"Beroun,autobusové nádraží 3"
6497,2848_4,"Beroun,autobusové nádraží 4"
6498,2848_5,"Beroun,autobusové nádraží 5"
6499,2848_6,"Beroun,autobusové nádraží 6"
6500,2850_1,"Králův Dvůr,Popovice A"
6501,2855_1,"Mokrovraty,Vilová čtvrť A"
6502,2855_2,"Mokrovraty,Vilová čtvrť B"
6503,2856_1,"Stará Huť,Žel.zast. A"
6504,2856_2,"Stará Huť,Žel.zast. B"
6505,2860_1,"Dobříš,Větrník A"
6506,2860_2,"Dobříš,Větrník B"
6507,2861_1,"Krhanice,Žel.st. A"
6508,2861_2,"Krhanice,Žel.st. B"
6509,2863_1,"Týnec n.Sáz.,Pecerady,Žel.st. A"
6510,2863_2,"Týnec n.Sáz.,Pecerady,Žel.st. B"
6511,2866_1,Podlešín A
6512,2866_2,Podlešín A
6513,2866_401,Podlešín A
6514,2866_402,Podlešín A
6515,2867_1,"Slaný,Žel.zast.předměstí A"
6516,2867_2,"Slaný,Žel.zast.předměstí B"
6517,2867_401,"Slaný,Žel.zast.předměstí A"
6518,2867_402,"Slaný,Žel.zast.předměstí B"
6519,2868_1,"Slaný,žel.st. A"
6520,2868_2,"Slaný,žel.st. B"
6521,2868_401,"Slaný,žel.st. A"
6522,2869_3,"Zdice,rozc.k žel.st. C"
6523,2869_4,"Zdice,rozc.k žel.st. D"
6524,2870_1,"Cerhenice, Za Dráhou A"
6525,2870_2,"Cerhenice, Za Dráhou B"
6526,2870_3,Cerhenice C
6527,2870_4,Cerhenice D
6528,2871_1,"Libušín,sídliště A"
6529,2871_2,"Libušín,sídliště B"
6530,2872_401,"Kladno,Ostrovec A"
6531,2872_402,"Kladno,Ostrovec B"
6532,2875_1,"Poděbrady,Velké Zboží,žel.zast. 1"
6533,2875_2,"Poděbrady,Velké Zboží,žel.zast. 2"
6534,2876_1,"Vinařice,7.ulice A"
6535,2876_2,"Vinařice,7.ulice B"
6536,2878_1,"Velký Osek,nádraží 1"
6537,2878_2,"Velký Osek,nádraží 2"
6538,2880_1,"Kolín,Soja 1"
6539,2880_2,"Kolín,Soja 2"
6540,2881_1,"Kladno,Kübeck A"
6541,2881_2,"Kladno,Kübeck B"
6542,2881_3,"Kladno,Na Kopci C"
6543,2881_4,"Kladno,Na Kopci D"
6544,2881_403,"Kladno,Na Kopci C"
6545,2881_404,"Kladno,Na Kopci D"
6546,2884_1,"Brandýsek,žel.st. A"
6547,2884_2,"Brandýsek,žel.st. B"
6548,2884_401,"Brandýsek,žel.st. A"
6549,2884_402,"Brandýsek,žel.st. B"
6550,2884_451,"Brandýsek,žel.st. 51"
6551,2885_1,Dřetovice A
6552,2887_1,Otvovice A
6553,2887_2,Otvovice B
6554,2888_1,"Kralupy n.Vlt.,Minice A"
6555,2889_1,"Kladno,žel.zast.město A"
6556,2889_2,"Kladno,žel.zast.město B"
6557,2889_3,"Kladno,žel.zast.město C"
6558,2889_403,"Kladno,žel.zast.město C"
6559,2889_404,"Kladno,žel.zast.město D"
6560,2891_1,"Babice,U hřiště A"
6561,2891_2,"Babice,U hřiště B"
6562,2893_1,"Svojšice,Votelež A"
6563,2893_2,"Svojšice,Votelež B"
6564,2895_1,"Hostomice,žel.st. A"
6565,2895_2,"Hostomice,žel.st. B"
6566,2898_1,Kačice A
6567,2901_1,Mílová A
6568,2901_2,Mílová B
6569,2905_1,"Liteň,kino A"
6570,2905_2,"Liteň,kino B"
6571,2906_1,"Lochovice,žel.st. A"
6572,2906_2,"Lochovice,žel.st. B"
6573,2908_1,"Lužná,žel.st. A"
6574,2909_1,"Lysá n.L.,Dvorce A"
6575,2910_1,Malý Újezd A
6576,2911_1,"Mělník,žel.st. A"
6577,2911_2,"Mělník,žel.st. B"
6578,2912_1,Kostomlátky A
6579,2912_2,Kostomlátky B
6580,2915_1,Neuměřice A
6581,2915_2,Neuměřice B
6582,2916_1,"Neumětely,žel.zast. A"
6583,2916_2,"Neumětely,žel.zast. B"
6584,2917_1,"Nové Strašecí,Žel.st. A"
6585,2917_2,"Nové Strašecí,Žel.st. B"
6586,2918_1,Olovnice A
6587,2918_2,Olovnice B
6588,2920_1,"Osov,žel.zast. A"
6589,2920_2,"Osov,žel.zast. B"
6590,2921_1,"Nehvizdy,Na Bulánce A"
6591,2921_2,"Nehvizdy,Na Bulánce B"
6592,2923_1,"Plaňany,Žel.st. A"
6593,2923_2,"Plaňany,Žel.st. B"
6594,2926_1,"Rakovník,aut.st. 1"
6595,2926_4,"Rakovník,aut.st. 4"
6596,2926_5,"Rakovník,aut.st. 5"
6597,2926_8,"Rakovník,aut.st. 8"
6598,2926_9,"Rakovník,aut.st. 9"
6599,2926_10,"Rakovník,aut.st. 10"
6600,2926_11,"Rakovník,aut.st. 11"
6601,2926_12,"Rakovník,aut.st. 12"
6602,2926_15,"Rakovník,aut.st. 15"
6603,2926_16,"Rakovník,aut.st. 16"
6604,2926_17,"Rakovník,aut.st. 17"
6605,2926_18,"Rakovník,aut.st. 18"
6606,2926_19,"Rakovník,aut.st. 19"
6607,2926_20,"Rakovník,aut.st. 20"
6608,2926_24,"Rakovník,aut.st. 24"
6609,2926_30,"Rakovník,aut.st. 30"
6610,2926_451,Rakovník X
6611,2927_1,"Rakovník,žel.zast. 1"
6612,2927_2,"Rakovník,žel.zast. 2"
6613,2929_1,"Řevničov,Žel.st. A"
6614,2932_1,"Liteň,Leč,rozc. A"
6615,2932_2,"Liteň,Leč,rozc. A"
6616,2934_1,Toušice A
6617,2936_1,"Velvary,žel.st. 1"
6618,2936_2,"Velvary,žel.st. 2"
6619,2937_1,Vižina 1
6620,2937_2,Vižina 2
6621,2939_1,"Všeradice,žel.zast. A"
6622,2939_2,"Všeradice,žel.zast. B"
6623,2941_1,"Zásmuky,Žel.st. A"
6624,2941_2,"Zásmuky,Žel.st. B"
6625,2942_1,"Kralupy n.Vlt.,Zeměchy,Žel.zast. A"
6626,2942_2,"Kralupy n.Vlt.,Zeměchy,Žel.zast. B"
6627,2944_1,Zvoleněves A
6628,2944_2,Zvoleněves B
6629,2946_1,"Hostomice,Radouš A"
6630,2946_2,"Hostomice,Radouš B"
6631,2948_1,Odřepsy A
6632,2948_2,Odřepsy B
6633,2948_3,Odřepsy 3
6634,2948_4,Odřepsy 4
6635,2949_1,Kolaje A
6636,2949_2,Kolaje B
6637,2952_1,Šporkova A
6638,2953_1,Nemocnice pod Petřínem A
6639,2954_2,Nemocnice Vinohrady B
6640,2954_3,Nemocnice Vinohrady C
6641,2956_1,Petrské náměstí A
6642,2956_2,Petrské náměstí B
6643,2957_1,Haštalské náměstí A
6644,2958_1,U Staré školy A
6645,2959_1,Pařížská A
6646,2962_1,Staroměstské náměstí A
6647,2963_1,Masná A
6648,2964_1,Ohradní A
6649,2965_1,"Nymburk,Lada dvůr A"
6650,2965_2,"Nymburk,Lada dvůr B"
6651,2966_1,"Nymburk,Lada Zátiší A"
6652,2966_2,"Nymburk,Lada Zátiší B"
6653,2967_1,"Nymburk,Pražská A"
6654,2967_2,"Nymburk,Pražská B"
6655,2968_1,"Nymburk,Zálabí PVT A"
6656,2968_2,"Nymburk,Zálabí PVT B"
