,stop_name,platform_code,asw_node_id,asw_stop_id,asw_ids
1911,Pražského povstání,1,597,101,597_101
1912,Pražského povstání,2,597,102,597_102
1913,Pražský hrad,A,598,1,598_1
1914,Pražský hrad,B,598,2,598_2
1915,Na Hroudě,A,599,1,599_1
1916,Na Hroudě,B,599,2,599_2
1917,Přeštínská,A,600,1,600_1
1918,Přeštínská,B,600,2,600_2
1919,Přeštínská,C,600,3,600_3
1920,Přeštínská,D,600,4,600_4
1921,Roztyly,A,601,1,601_1
1922,Roztyly,C,601,2,601_2
1923,Roztyly,B,601,3,601_3
1924,Roztyly,B,601,3,601_3
1925,Roztyly,21,601,21,601_21
1926,Roztyly,21,601,21,601_21
1927,Roztyly,1,601,101,601_101
1928,Roztyly,2,601,102,601_102
1929,Nové Butovice,A,602,1,602_1
1930,Nové Butovice,A,602,1,602_1
1931,Nové Butovice,C,602,2,602_2
1932,Nové Butovice,B,602,3,602_3
1933,Nové Butovice,H,602,4,602_4
1934,Nové Butovice,D,602,5,602_5
1935,Nové Butovice,G,602,12,602_12
1936,Nové Butovice,1,602,101,602_101
1937,Nové Butovice,2,602,102,602_102
1938,Prosek,B,603,1,603_1
1939,Prosek,B,603,1,603_1
1940,Prosek,A,603,2,603_2
1941,Prosek,A,603,2,603_2
1942,Prosek,D,603,3,603_3
1943,Prosek,C,603,4,603_4
1944,Prosek,G,603,5,603_5
1945,Prosek,F,603,6,603_6
1946,Prosek,1,603,101,603_101
1947,Prosek,2,603,102,603_102
1948,Hněvkovského,A,604,1,604_1
1949,Hněvkovského,B,604,2,604_2
1950,Průběžná,A,605,1,605_1
1951,Průběžná,B,605,2,605_2
1952,Průběžná,C,605,3,605_3
1953,Průběžná,D,605,4,605_4
1954,Letňanská,A,606,1,606_1
1955,Letňanská,A,606,1,606_1
1956,Letňanská,B,606,2,606_2
1957,Letňanská,B,606,2,606_2
1958,Letňanská,E,606,5,606_5
1959,Zámky,A,607,1,607_1
1960,Zámky,B,607,2,607_2
1961,Zámky,K,607,11,607_11
1962,Prvomájová,A,608,1,608_1
1963,Prvomájová,A,608,1,608_1
1964,Prvomájová,B,608,2,608_2
1965,Prvomájová,B,608,2,608_2
1966,Přední Kopanina,A,609,1,609_1
1967,Přední Kopanina,B,609,2,609_2
1968,Přední Kopanina,C,609,3,609_3
1969,Přední Kopanina,C,609,3,609_3
1970,Přední Kopanina,D,609,4,609_4
1971,Přední Kopanina,D,609,4,609_4
1972,Obora Hvězda,A,610,1,610_1
1973,Obora Hvězda,B,610,2,610_2
1974,Obora Hvězda,C,610,3,610_3
1975,Obora Hvězda,C,610,3,610_3
1976,Obora Hvězda,D,610,4,610_4
1977,Obora Hvězda,D,610,4,610_4
1978,Obora Hvězda,F,610,6,610_6
1979,Kunratická škola,A,611,1,611_1
1980,Kunratická škola,B,611,2,611_2
1981,Sídliště Řepy,A,612,1,612_1
1982,Sídliště Řepy,B,612,2,612_2
1983,Sídliště Řepy,C,612,3,612_3
1984,Sídliště Řepy,D,612,4,612_4
1985,Sídliště Řepy,D,612,4,612_4
1986,Sídliště Řepy,E,612,5,612_5
1987,Sídliště Řepy,E,612,5,612_5
1988,Sídliště Řepy,L,612,12,612_12
1989,Sídliště Řepy,G,612,41,612_41
1990,Sídliště Řepy,E,612,405,612_405
1991,Přírodní,A,613,1,613_1
1992,Přírodní,B,613,2,613_2
1993,Přístaviště,A,614,1,614_1
1994,Přístaviště,B,614,2,614_2
1995,Přístaviště,C,614,3,614_3
1996,Přístaviště,D,614,4,614_4
1997,Přívorská,A,615,1,615_1
1998,Přívorská,B,615,2,615_2
1999,Radhošťská,A,616,1,616_1
2000,Radhošťská,B,616,2,616_2
2001,"Benešov,Tyršova",A,617,1,617_1
2002,Radošovická,A,618,1,618_1
2003,Radošovická,B,618,2,618_2
2004,Radošovická,C,618,3,618_3
2005,U Staré pošty,A,619,1,619_1
2006,U Staré pošty,B,619,2,619_2
2007,Nemocnice Na Františku,A,620,1,620_1
2008,Nemocnice Na Františku,B,620,2,620_2
2009,Rohožnická,A,621,1,621_1
2010,Rohožnická,B,621,2,621_2
2011,Rohožnická,B,621,2,621_2
2012,Rohožnická,A,621,81,621_81
2013,Rokoska,A,622,1,622_1
2014,Rokoska,B,622,2,622_2
2015,Roztocká,A,623,1,623_1
2016,Roztocká,B,623,2,623_2
2017,Roztocká,C,623,3,623_3
2018,Roztocká,D,623,4,623_4
2019,Roztylské náměstí,A,624,1,624_1
2020,Roztylské náměstí,B,624,2,624_2
2021,Labe,A,625,1,625_1
2022,Labe,B,625,2,625_2
2023,Rozýnova,A,626,1,626_1
2024,Rozýnova,B,626,2,626_2
2025,Ruská,A,627,1,627_1
2026,Ruská,B,627,2,627_2
2027,Terminál 1,C,628,1,628_1
2028,Terminál 1,B,628,2,628_2
2029,Terminál 1,D,628,4,628_4
2030,Terminál 1,E,628,5,628_5
2031,Terminál 1,G,628,7,628_7
2032,Terminál 1,A,628,10,628_10
2033,Terminál 2,A,629,1,629_1
2034,Terminál 2,B,629,2,629_2
2035,Terminál 2,C,629,3,629_3
2036,Ruzyňská,A,630,1,630_1
2037,Ruzyňská,B,630,2,630_2
2038,Ruzyňská škola,A,631,1,631_1
2039,Ruzyňská škola,B,631,2,631_2
2040,Ryšánka,A,632,1,632_1
2041,Ryšánka,C,632,3,632_3
2042,Ryšánka,D,632,4,632_4
2043,Řepčická,A,633,1,633_1
2044,Řepčická,B,633,2,633_2
2045,Řeporyjské náměstí,A,634,1,634_1
2046,Řeporyjské náměstí,A,634,1,634_1
2047,Řeporyjské náměstí,B,634,2,634_2
2048,Řeporyjské náměstí,B,634,2,634_2
2049,Škola Řepy,A,635,1,635_1
2050,Škola Řepy,B,635,2,635_2
2051,Říčanova,A,636,1,636_1
2052,Říčanova,B,636,2,636_2
2053,Safírová,A,637,1,637_1
2054,Safírová,A,637,1,637_1
2055,Safírová,B,637,2,637_2
2056,Safírová,B,637,2,637_2
2057,Santoška,A,638,1,638_1
2058,Santoška,B,638,2,638_2
2059,Satalická obora,A,639,1,639_1
2060,Satalická obora,A,639,1,639_1
2061,Satalická obora,B,639,2,639_2
2062,Sdružení,A,640,1,640_1
2063,Sdružení,B,640,2,640_2
2064,Hostivařský hřbitov,A,641,1,641_1
2065,Hostivařský hřbitov,B,641,2,641_2
2066,Hostivařský hřbitov,C,641,3,641_3
2067,Hostivařský hřbitov,D,641,4,641_4
2068,Serpentina,A,642,1,642_1
2069,Severozápadní,A,643,1,643_1
2070,Severozápadní,B,643,2,643_2
2071,Schodová,A,644,1,644_1
2072,Schodová,B,644,2,644_2
2073,Sibeliova,A,645,1,645_1
2074,Sibeliova,B,645,2,645_2
2075,Sibeliova,C,645,3,645_3
2076,Sibeliova,D,645,4,645_4
2077,Sibiřské náměstí,A,646,1,646_1
2078,Sibiřské náměstí,B,646,2,646_2
2079,Sídliště Bohnice,A,648,1,648_1
2080,Sídliště Bohnice,B,648,2,648_2
2081,Sídliště Bohnice,D,648,4,648_4
2082,Poliklinika Mazurská,A,649,1,649_1
2083,Poliklinika Mazurská,B,649,2,649_2
2084,Poliklinika Mazurská,C,649,3,649_3
2085,Ronešova,A,650,1,650_1
2086,Ronešova,B,650,2,650_2
2087,Sídliště Ďáblice,A,651,1,651_1
2088,Sídliště Ďáblice,B,651,2,651_2
2089,Sídliště Ďáblice,E,651,5,651_5
2090,Sídliště Ďáblice,E,651,5,651_5
2091,Sídliště Ďáblice,F,651,6,651_6
2092,Sídliště Ďáblice,F,651,6,651_6
2093,Sídliště Hloubětín,A,652,1,652_1
2094,Sídliště Hloubětín,B,652,2,652_2
2095,Sídliště Hloubětín,C,652,3,652_3
2096,Sídliště Hloubětín,D,652,4,652_4
2097,Sídliště Homolka,A,653,1,653_1
2098,Sídliště Homolka,B,653,2,653_2
2099,Gercenova,A,654,1,654_1
2100,Gercenova,B,654,2,654_2
2101,Invalidovna,A,655,1,655_1
2102,Invalidovna,B,655,2,655_2
2103,Invalidovna,1,655,101,655_101
2104,Invalidovna,2,655,102,655_102
2105,Sídliště Krč,A,656,1,656_1
2106,Sídliště Krč,A,656,1,656_1
2107,Sídliště Krč,B,656,2,656_2
2108,Sídliště Krč,B,656,2,656_2
2109,Sídliště Lehovec,A,657,1,657_1
2110,Sídliště Lehovec,B,657,2,657_2
2111,Sídliště Lhotka,A,658,1,658_1
2112,Sídliště Lhotka,B,658,2,658_2
2113,Sídliště Lhotka,D,658,4,658_4
2114,Sídliště Lhotka,E,658,5,658_5
2115,Sídliště Lhotka,F,658,6,658_6
2116,Sídliště Libuš,A,659,1,659_1
2117,Sídliště Libuš,B,659,2,659_2
2118,Sídliště Libuš,C,659,3,659_3
2119,Sídliště Libuš,D,659,4,659_4
2120,Sídliště Malešice,A,660,1,660_1
2121,Sídliště Malešice,B,660,2,660_2
2122,Sídliště Malešice,D,660,4,660_4
2123,Sídliště Malešice,E,660,5,660_5
2124,Sídliště Malešice,F,660,6,660_6
2125,Sídliště Na Dědině,A,661,1,661_1
2126,Sídliště Na Dědině,B,661,2,661_2
2127,Sídliště Na Dědině,C,661,3,661_3
2128,Sídliště Novodvorská,A,662,1,662_1
2129,Sídliště Novodvorská,B,662,2,662_2
2130,Sídliště Pankrác,A,663,1,663_1
2131,Sídliště Pankrác,B,663,2,663_2
2132,Sídliště Pankrác,C,663,3,663_3
2133,Sídliště Pankrác,D,663,4,663_4
2134,Děkanka,A,664,1,664_1
2135,Děkanka,B,664,2,664_2
2136,Sídliště Prosek,A,665,1,665_1
2137,Sídliště Prosek,B,665,2,665_2
2138,Sídliště Radotín,A,666,1,666_1
2139,Sídliště Radotín,A,666,1,666_1
2140,Sídliště Radotín,B,666,2,666_2
2141,Sídliště Radotín,B,666,2,666_2
2142,Nevanova,A,667,1,667_1
2143,Nevanova,B,667,2,667_2
2144,Rembrandtova,A,668,1,668_1
2145,Rembrandtova,B,668,2,668_2
2146,Sídliště Spořilov,A,669,1,669_1
2147,Sídliště Spořilov,B,669,2,669_2
2148,Sídliště Zahradní Město,A,670,1,670_1
2149,Sídliště Zahradní Město,B,670,2,670_2
2150,Sídliště Zahradní Město,C,670,3,670_3
2151,Sídliště Zahradní Město,D,670,4,670_4
2152,Jesenická,A,671,1,671_1
2153,Jesenická,C,671,3,671_3
2154,Jesenická,D,671,4,671_4
2155,Sídliště Zbraslav,A,672,1,672_1
2156,Sídliště Zbraslav,B,672,2,672_2
2157,Na Padesátém,C,673,3,673_3
2158,Na Padesátém,C,673,3,673_3
2159,Na Padesátém,D,673,4,673_4
2160,Královická,A,674,1,674_1
2161,Královická,B,674,2,674_2
2162,Kobylisy,A,675,1,675_1
2163,Kobylisy,B,675,2,675_2
2164,Kobylisy,G,675,3,675_3
2165,Kobylisy,F,675,4,675_4
2166,Kobylisy,I,675,5,675_5
2167,Kobylisy,K,675,6,675_6
2168,Kobylisy,D,675,7,675_7
2169,Kobylisy,C,675,8,675_8
2170,Kobylisy,L,675,9,675_9
2171,Kobylisy,N,675,10,675_10
2172,Kobylisy,O,675,11,675_11
2173,Kobylisy,O,675,11,675_11
2174,Kobylisy,J,675,12,675_12
2175,Kobylisy,1,675,101,675_101
2176,Kobylisy,2,675,102,675_102
2177,Střelničná,A,676,1,676_1
2178,Střelničná,B,676,2,676_2
2179,Sklářská,A,677,1,677_1
2180,Sklářská,B,677,2,677_2
2181,Skloněná,A,678,1,678_1
2182,Skloněná,B,678,2,678_2
2183,Slatinová,A,679,1,679_1
2184,Slatinová,A,679,1,679_1
2185,Slatinová,B,679,2,679_2
2186,Slatinová,B,679,2,679_2
2187,Slavia - Nádraží Eden,A,680,1,680_1
2188,Slavia - Nádraží Eden,B,680,2,680_2
2189,Slavia - Nádraží Eden,C,680,3,680_3
2190,Slavia - Nádraží Eden,D,680,4,680_4
2191,V Bokách,B,682,2,682_2
2192,V Bokách,C,682,3,682_3
2193,Teplická,A,683,1,683_1
2194,Teplická,B,683,2,683_2
2195,Smiřická,A,684,1,684_1
2196,Smiřická,A,684,1,684_1
2197,Smiřická,B,684,2,684_2
2198,Smiřická,B,684,2,684_2
2199,Jinonice,A,685,1,685_1
2200,Jinonice,B,685,2,685_2
2201,Jinonice,C,685,3,685_3
2202,Jinonice,D,685,4,685_4
2203,Jinonice,C,685,13,685_13
2204,Jinonice,1,685,101,685_101
2205,Jinonice,2,685,102,685_102
2206,Smržovská,A,686,1,686_1
2207,Smržovská,A,686,1,686_1
2208,Smržovská,B,686,2,686_2
2209,Smržovská,B,686,2,686_2
2210,Sobín,B,687,2,687_2
2211,Sobín,B,687,2,687_2
2212,Sobín,C,687,3,687_3
2213,Sobín,C,687,3,687_3
2214,Sobín,D,687,4,687_4
2215,Sobín,D,687,4,687_4
2216,Sobín,C,687,23,687_23
2217,Sobín,D,687,24,687_24
2218,Sídliště Kobylisy,A,688,1,688_1
2219,Sídliště Kobylisy,B,688,2,688_2
2220,Florenc,A,689,1,689_1
2221,Florenc,B,689,2,689_2
2222,Florenc,G,689,3,689_3
2223,Florenc,D,689,4,689_4
2224,Florenc,H,689,5,689_5
2225,Florenc,I,689,6,689_6
2226,Florenc,F,689,7,689_7
2227,Florenc,C,689,9,689_9
2228,Florenc,,689,101,689_101
2229,Florenc,,689,102,689_102
2230,Florenc,,689,121,689_121
2231,Florenc,,689,122,689_122
2232,Solidarita,A,690,1,690_1
2233,Solidarita,B,690,2,690_2
2234,Podkovářská,A,691,1,691_1
2235,Podkovářská,B,691,2,691_2
2236,Sparta,A,692,1,692_1
2237,Sparta,B,692,2,692_2
2238,Sparta,C,692,3,692_3
2239,Sparta,D,692,4,692_4
2240,U Palaty,A,693,1,693_1
2241,U Palaty,B,693,2,693_2
2242,Spojovací,A,694,1,694_1
2243,Spojovací,B,694,2,694_2
2244,Spojovací,C,694,3,694_3
2245,Spojovací,D,694,4,694_4
2246,Spolská,A,695,1,695_1
2247,Spolská,B,695,2,695_2
2248,V Kratinách,A,696,1,696_1
2249,V Kratinách,B,696,2,696_2
2250,Spořilov,A,697,1,697_1
2251,Spořilov,B,697,2,697_2
2252,Spořilov,C,697,3,697_3
2253,Spořilov,D,697,4,697_4
2254,Spořilov,E,697,5,697_5
2255,Spořilov,F,697,6,697_6
2256,Spořilov,G,697,7,697_7
2257,Terminál 3,A,698,1,698_1
2258,Terminál 3,B,698,2,698_2
2259,Terminál 3,B,698,2,698_2
2260,Terminál 3,C,698,3,698_3
2261,Stadion Strahov,A,699,1,699_1
2262,Stadion Strahov,B,699,2,699_2
2263,Stadion Strahov,C,699,3,699_3
2264,Stadion Strahov,D,699,4,699_4
2265,Stadion Strahov,B,699,12,699_12
2266,Staré náměstí,A,700,1,700_1
2267,Stochovská,B,700,2,700_2
2268,Staré náměstí,C,700,3,700_3
2269,Stochovská,D,700,4,700_4
2270,Starodejvická,A,701,1,701_1
2271,Starodejvická,B,701,2,701_2
2272,Starochuchelská,A,702,1,702_1
2273,Staroměstská,A,703,1,703_1
2274,Staroměstská,B,703,2,703_2
2275,Staroměstská,C,703,3,703_3
2276,Staroměstská,D,703,4,703_4
2277,Staroměstská,F,703,5,703_5
2278,Staroměstská,1,703,101,703_101
2279,Staroměstská,2,703,102,703_102
2280,Starý Spořilov,A,704,1,704_1
2281,Starý Spořilov,B,704,2,704_2
2282,Závodiště Chuchle,A,705,1,705_1
2283,Závodiště Chuchle,C,705,3,705_3
2284,Strojírenská,A,706,1,706_1
2285,Strojírenská,A,706,1,706_1
2286,Strojírenská,B,706,2,706_2
2287,Strojírenská,B,706,2,706_2
2288,Tiskařská,A,707,1,707_1
2289,Tiskařská,B,707,2,707_2
2290,Zamenhofova,A,708,1,708_1
2291,Zamenhofova,B,708,2,708_2
2292,Nárožní,A,709,1,709_1
2293,Nárožní,B,709,2,709_2
2294,Vackova,A,710,1,710_1
2295,Vackova,B,710,2,710_2
2296,Kovářova - KD Mlejn,A,711,1,711_1
2297,Kovářova - KD Mlejn,B,711,2,711_2
2298,Strašnická,A,713,1,713_1
2299,Strašnická,B,713,2,713_2
2300,Strašnická,D,713,4,713_4
2301,Strašnická,E,713,5,713_5
2302,Strašnická,F,713,6,713_6
2303,Strašnická,1,713,101,713_101
2304,Strašnická,2,713,102,713_102
2305,Strážní,A,714,1,714_1
2306,Strážní,B,714,2,714_2
2307,"Jíloviště,Výzkumný ústav",A,716,1,716_1
2308,"Jíloviště,Výzkumný ústav",B,716,2,716_2
2309,Strossmayerovo náměstí,A,717,1,717_1
2310,Strossmayerovo náměstí,B,717,2,717_2
2311,Strossmayerovo náměstí,D,717,4,717_4
2312,Strossmayerovo náměstí,E,717,5,717_5
2313,Strossmayerovo náměstí,F,717,6,717_6
2314,Březiněveská,A,718,1,718_1
2315,Březiněveská,B,718,2,718_2
2316,Sudějovická,A,719,1,719_1
2317,Sudějovická,A,719,1,719_1
2318,Sudějovická,B,719,2,719_2
2319,Sudějovická,B,719,2,719_2
2320,Smaragdová,A,720,1,720_1
2321,Smaragdová,A,720,1,720_1
2322,Suchdolské náměstí,A,721,1,721_1
2323,Suchdolské náměstí,A,721,1,721_1
2324,Suchdolské náměstí,B,721,2,721_2
2325,Suchdolské náměstí,B,721,2,721_2
2326,Sulická,A,722,1,722_1
2327,Sulická,B,722,2,722_2
2328,Vršovický hřbitov,A,723,1,723_1
2329,Vršovický hřbitov,B,723,2,723_2
2330,Svatoplukova,A,724,1,724_1
2331,Svatoplukova,B,724,2,724_2
2332,Tehovičky,A,725,1,725_1
2333,Tehovičky,B,725,2,725_2
2334,Ke Xaverovu,A,726,1,726_1
2335,Ke Xaverovu,B,726,2,726_2
2336,Darwinova,A,727,1,727_1
2337,Darwinova,B,727,2,727_2
2338,Šatovka,A,728,1,728_1
2339,Šatovka,B,728,2,728_2
2340,Šeberák,A,729,1,729_1
2341,Šeberák,C,729,3,729_3
2342,Šeberov,A,730,1,730_1
2343,Šeberov,A,730,1,730_1
2344,Šeberov,B,730,2,730_2
2345,Šeberov,B,730,2,730_2
2346,V Ladech,A,731,1,731_1
2347,V Ladech,A,731,1,731_1
2348,V Ladech,B,731,2,731_2
2349,V Ladech,B,731,2,731_2
2350,Bolevecká,A,732,1,732_1
2351,Bolevecká,B,732,2,732_2
2352,Šmukýřka,A,733,1,733_1
2353,Šmukýřka,B,733,2,733_2
2354,Šperlova,A,735,1,735_1
2355,Šperlova,B,735,2,735_2
2356,Špitálka,A,736,1,736_1
2357,Špitálka,B,736,2,736_2
2358,Štefkova,A,737,1,737_1
2359,Štefkova,B,737,2,737_2
2360,Štěchovická,A,738,1,738_1
2361,Štěchovická,B,738,2,738_2
2362,Štěpánská,A,739,1,739_1
2363,Štěpánská,B,739,2,739_2
2364,Štěpánská,C,739,3,739_3
2365,Štěpničná,A,740,1,740_1
2366,Štěpničná,B,740,2,740_2
2367,Štěpničná,C,740,3,740_3
2368,Štěpničná,C,740,3,740_3
2369,Štěpničná,D,740,4,740_4
2370,Štěpničná,D,740,4,740_4
2371,Ústřední,A,741,1,741_1
2372,Ústřední,A,741,1,741_1
2373,Ústřední,B,741,2,741_2
2374,Ústřední,B,741,2,741_2
2375,Ústřední,C,741,3,741_3
2376,Novoštěrboholská,C,742,3,742_3
2377,Novoštěrboholská,D,742,4,742_4
2378,Rokycanova,A,743,1,743_1
2379,Rokycanova,B,743,2,743_2
2380,Šumavská,A,744,1,744_1
2381,Šumavská,B,744,2,744_2
2382,Tachovské náměstí,A,745,1,745_1
2383,Tachovské náměstí,B,745,2,745_2
2384,U Jankovky,A,746,1,746_1
2385,U Jankovky,B,746,2,746_2
2386,Spalovna Malešice,A,747,1,747_1
2387,Spalovna Malešice,B,747,2,747_2
2388,Televizní věž,D,748,1,748_1
2389,Televizní věž,B,748,2,748_2
2390,Tempo,A,749,1,749_1
2391,Tempo,A,749,1,749_1
2392,Tempo,B,749,2,749_2
2393,Tempo,B,749,2,749_2
2394,Teplárna Malešice,A,750,1,750_1
2395,Teplárna Malešice,B,750,2,750_2
2396,Teplárna Michle,A,751,1,751_1
2397,Teplárna Michle,B,751,2,751_2
2398,Teplárna Třeboradice,A,752,1,752_1
2399,Teplárna Třeboradice,A,752,1,752_1
2400,Terasy,A,753,1,753_1
2401,Terasy,B,753,2,753_2
2402,Prosecká,A,754,1,754_1
2403,Prosecká,B,754,2,754_2
2404,Nademlejnská,A,755,1,755_1
2405,Nademlejnská,B,755,2,755_2
2406,Thákurova,A,757,1,757_1
2407,Thákurova,B,757,2,757_2
2408,Thákurova,C,757,3,757_3
2409,Thákurova,D,757,4,757_4
2410,Křižíkova,A,758,1,758_1
2411,Křižíkova,B,758,2,758_2
2412,Křižíkova,1,758,101,758_101
2413,Křižíkova,2,758,102,758_102
2414,Topolová,A,760,1,760_1
2415,Topolová,B,760,2,760_2
2416,Továrny Hostivař,A,761,1,761_1
2417,Továrny Hostivař,A,761,1,761_1
2418,Továrny Hostivař,B,761,2,761_2
2419,Továrny Hostivař,B,761,2,761_2
2420,Satalice,A,762,1,762_1
2421,Satalice,A,762,1,762_1
2422,Satalice,C,762,2,762_2
2423,Satalice,C,762,2,762_2
2424,Satalice,B,762,4,762_4
2425,Satalice,B,762,4,762_4
2426,Odlehlá,A,763,1,763_1
2427,Odlehlá,B,763,2,763_2
2428,Zoo Praha - Troja,A,764,1,764_1
2429,Zoo Praha - Troja,B,764,2,764_2
2430,Trojská,A,765,1,765_1
2431,Trojská,B,765,2,765_2
2432,Trojská,C,765,3,765_3
2433,Trutnovská,A,766,1,766_1
2434,Trutnovská,A,766,1,766_1
2435,Trutnovská,B,766,2,766_2
2436,Trutnovská,B,766,2,766_2
2437,Třebešín,A,767,1,767_1
2438,Třebešín,B,767,2,767_2
2439,Třebonice,A,768,1,768_1
2440,Třebonice,B,768,2,768_2
2441,Třeboradice,B,769,2,769_2
2442,Třeboradice,C,769,3,769_3
2443,Třeboradice,D,769,4,769_4
2444,Nové Petrovice,A,770,1,770_1
2445,Nové Petrovice,B,770,2,770_2
2446,Tupolevova,A,771,1,771_1
2447,Tupolevova,A,771,1,771_1
2448,Tupolevova,B,771,2,771_2
2449,Tupolevova,B,771,2,771_2
2450,Tyršova čtvrť,A,772,1,772_1
2451,Tyršova čtvrť,B,772,2,772_2
2452,U Dálnice,A,774,1,774_1
2453,U Dálnice,B,774,2,774_2
2454,U Elektry,A,775,1,775_1
2455,U Elektry,B,775,2,775_2
2456,U Hangáru,A,776,1,776_1
2457,U Hangáru,B,776,2,776_2
2458,U Hangáru,B,776,2,776_2
2459,U Hangáru,C,776,3,776_3
2460,U Kapličky,A,777,1,777_1
2461,U Kapličky,B,777,2,777_2
2462,U Kapličky,C,777,3,777_3
2463,U Kaštanu,A,778,1,778_1
2464,U Kaštanu,B,778,2,778_2
2465,U Kříže,A,779,1,779_1
2466,U Kříže,B,779,2,779_2
2467,U Křížku,A,780,1,780_1
2468,U Křížku,A,780,1,780_1
2469,U Křížku,B,780,2,780_2
2470,U Křížku,B,780,2,780_2
2471,U Ladronky,A,781,1,781_1
2472,U Ladronky,B,781,2,781_2
2473,U Lesíka,A,782,1,782_1
2474,U Lesíka,B,782,2,782_2
2475,U Libušské sokolovny,A,783,1,783_1
2476,U Libušské sokolovny,A,783,1,783_1
2477,U Libušské sokolovny,B,783,2,783_2
2478,U Libušské sokolovny,B,783,2,783_2
2479,U Lípy,A,784,1,784_1
2480,U Lípy,B,784,2,784_2
2481,U Lípy,C,784,3,784_3
2482,U Lípy,D,784,4,784_4
2483,U Lomů,A,785,1,785_1
2484,U Lomů,B,785,2,785_2
2485,K Fialce,A,786,1,786_1
2486,K Fialce,B,786,2,786_2
2487,U Matěje,A,787,1,787_1
2488,U Matěje,B,787,2,787_2
2489,U Měchurky,A,788,1,788_1
2490,U Měchurky,B,788,2,788_2
2491,U Památníku,A,789,1,789_1
2492,U Památníku,B,789,2,789_2
2493,Ke Klíčovu,A,790,1,790_1
2494,Ke Klíčovu,B,790,2,790_2
2495,Čakovický zámek,A,791,1,791_1
2496,Čakovický zámek,A,791,1,791_1
2497,Čakovický zámek,B,791,2,791_2
2498,Čakovický zámek,B,791,2,791_2
2499,Dubeč,A,792,1,792_1
2500,Dubeč,B,792,2,792_2
2501,Dubeč,B,792,2,792_2
2502,Dubeč,C,792,3,792_3
2503,Dubeč,C,792,3,792_3
2504,Škola Štěrboholy,A,793,1,793_1
2505,Škola Štěrboholy,B,793,2,793_2
2506,Štěrboholy,A,794,1,794_1
2507,Štěrboholy,B,794,2,794_2
2508,U Spojů,A,795,1,795_1
2509,U Spojů,B,795,2,795_2
2510,Na Planině,A,796,1,796_1
2511,Na Planině,B,796,2,796_2
2512,U Školy,A,797,1,797_1
2513,U Školy,B,797,2,797_2
2514,U Továren,A,798,1,798_1
2515,U Továren,A,798,1,798_1
2516,U Továren,B,798,2,798_2
2517,U Továren,B,798,2,798_2
2518,U Tří svatých,A,799,1,799_1
2519,U Tří svatých,B,799,2,799_2
2520,U Tří svatých,C,799,3,799_3
2521,U Tří svatých,D,799,4,799_4
2522,U Václava,A,800,1,800_1
2523,U Václava,A,800,1,800_1
2524,U Václava,B,800,2,800_2
2525,U Václava,B,800,2,800_2
2526,Nádraží Dolní Počernice,A,801,1,801_1
2527,Nádraží Dolní Počernice,B,801,2,801_2
2528,U Včely,A,802,1,802_1
2529,U Včely,A,802,1,802_1
2530,U Včely,B,802,2,802_2
2531,U Včely,B,802,2,802_2
2532,Žabovřeská,C,802,3,802_3
2533,U Včely,B,802,82,802_82
2534,U Vodojemu,A,803,1,803_1
2535,U Vodojemu,A,803,1,803_1
2536,U Vodojemu,B,803,2,803_2
2537,U Vodojemu,B,803,2,803_2
2538,U Zvoničky,A,804,1,804_1
2539,U Zvoničky,A,804,1,804_1
2540,U Zvoničky,B,804,2,804_2
2541,U Zvoničky,B,804,2,804_2
2542,U Zvonu,A,805,1,805_1
2543,U Zvonu,B,805,2,805_2
2544,U Zvonu,C,805,3,805_3
2545,Řepínská,A,806,1,806_1
2546,Řepínská,B,806,2,806_2
2547,Ústřední dílny DP,A,807,1,807_1
2548,Ústřední dílny DP,B,807,2,807_2
2549,Ústřední dílny DP,C,807,3,807_3
2550,Ústřední dílny DP,D,807,4,807_4
2551,Ústřední dílny DP,G,807,7,807_7
2552,Ústřední dílny DP,H,807,8,807_8
2553,Uhříněves,A,808,1,808_1
2554,Uhříněves,A,808,1,808_1
2555,Uhříněves,B,808,2,808_2
2556,Uhříněves,B,808,2,808_2
2557,Uhříněves,E,808,5,808_5
2558,Újezd,A,809,1,809_1
2559,Újezd,B,809,2,809_2
2560,Újezd,D,809,4,809_4
2561,Újezd u Průhonic,A,810,1,810_1
2562,Újezd u Průhonic,B,810,2,810_2
2563,Újezd u Průhonic,C,810,3,810_3
2564,Újezd nad Lesy,A,811,1,811_1
2565,Újezd nad Lesy,A,811,1,811_1
2566,Újezd nad Lesy,B,811,2,811_2
2567,Újezd nad Lesy,C,811,3,811_3
2568,Újezd nad Lesy,C,811,3,811_3
2569,Újezd nad Lesy,D,811,4,811_4
2570,Újezd nad Lesy,D,811,4,811_4
2571,Újezd nad Lesy,C,811,13,811_13
2572,Újezd nad Lesy,D,811,14,811_14
2573,Formanská,A,812,1,812_1
2574,Formanská,A,812,1,812_1
2575,Formanská,B,812,2,812_2
2576,Formanská,B,812,2,812_2
2577,Ukrajinská,A,813,1,813_1
2578,Ukrajinská,B,813,2,813_2
2579,Elišky Přemyslovny,A,814,1,814_1
2580,Elišky Přemyslovny,A,814,1,814_1
2581,Urbanova,A,815,1,815_1
2582,Urbanova,B,815,2,815_2
2583,Urxova,A,816,1,816_1
2584,Urxova,B,816,2,816_2
2585,Správa sociálního zabezpečení,A,817,1,817_1
2586,Správa sociálního zabezpečení,B,817,2,817_2
